country,state,style,name,brewery
United States,Oklahoma,American Wild Ale,Prairie Cherry Funk,Prairie Artisan Ales
United States,California,American IPA,Ballantine India Pale Ale,Pabst Brewing Company
United States,Texas,American Pale Ale (APA),Pine Belt Pale Ale,Southern Star Brewing Company
United States,Michigan,Saison / Farmhouse Ale,Baudelaire IO,Jolly Pumpkin Artisan Ales
United States,Pennsylvania,American Pale Ale (APA),Stoudts American Pale Ale,Stoudts Brewing Co.
United States,North Carolina,American Brown Ale,Duck-Rabbit Brown Ale,The Duck-Rabbit Craft Brewery
United States,California,American Pale Ale (APA),Stone Pale Ale 2.0,Stone Brewing
United States,California,Extra Special / Strong Bitter (ESB),Anvil Ale ESB,AleSmith Brewing Company
United States,New Hampshire,Saison / Farmhouse Ale,Smuttynose Farmhouse Ale (Big Beer Series),Smuttynose Brewing Company
United States,California,American Pale Ale (APA),Anchor Humming Ale,Anchor Brewing Company
United States,Michigan,American Double / Imperial Stout,Hipster Brunch Stout,Odd Side Ales
United States,Colorado,American Pale Ale (APA),Mighty Arrow Pale Ale,New Belgium Brewing
United States,Wisconsin,Pumpkin Ale,Whole Hog Pumpkin Ale,Stevens Point Brewery
United States,California,Fruit / Vegetable Beer,Orange Blossom Cream Ale,Buffalo Bill's Brewery
United States,Arizona,Scottish Ale,Kilt Lifter Scottish Style Ale,Four Peaks Brewing Company - 8th Street Brewery
United States,Massachusetts,American Pale Ale (APA),Steel Rail Extra Pale Ale,Berkshire Brewing Company Inc.
United States,Maryland,Saison / Farmhouse Ale,Existent,Stillwater Artisanal Ales
United States,California,American Pale Ale (APA),Citra Extra Pale Ale,Knee Deep Brewing Company
United States,California,American Strong Ale,Firestone 14 - Anniversary Ale,Firestone Walker Brewing Co.
United States,Oregon,Euro Pale Lager,Irish Style Lager,Rogue Ales
United States,Florida,Scotch Ale / Wee Heavy,Big Sound Scotch Ale,Cigar City Brewing
United States,Massachusetts,Pumpkin Ale,Pumple Drumkin Spiced Ale,Cisco Brewers Inc.
United States,New York,Milk / Sweet Stout,Moo Thunder Stout,Butternuts Beer & Ale
United States,Colorado,Tripel,Orabelle Belgian-Style Ale,Great Divide Brewing Company
United States,Massachusetts,English Brown Ale,Samuel Adams Brown Ale,Boston Beer Company (Samuel Adams)
United States,California,Winter Warmer,Our Special Ale 2011 (Anchor Christmas Ale),Anchor Brewing Company
United States,Missouri,American Double / Imperial Stout,17 Mint Chocolate Stout,Perennial Artisan Ales
United States,California,American Double / Imperial IPA,Double Daddy,Speakeasy Ales & Lagers
United States,Oregon,American Wild Ale,Cascade Vlad The Imp Aler,Cascade Brewing / Raccoon Lodge & Brewpub
United States,Michigan,Bière de Garde,"Fuego Del Otono, Autumn Fire",Jolly Pumpkin Artisan Ales
United States,Colorado,American Wild Ale,Lips Of Faith - Eric's Ale,New Belgium Brewing
United States,California,Winter Warmer,Our Special Ale 2013 (Anchor Christmas Ale),Anchor Brewing Company
United States,Oklahoma,American Double / Imperial Stout,Birthday Bomb!,Prairie Artisan Ales
United States,Michigan,Fruit / Vegetable Beer,Dark Horse Raspberry Ale,Dark Horse Brewing Company
United States,Illinois,American IPA,Galaxy-Hero India Pale Ale,Revolution Brewing Company
United States,Colorado,American Brown Ale,Salted Caramel Brownie Brown Ale (Ben & Jerry's Collaboration),New Belgium Brewing
United States,New York,American Pale Ale (APA),Evil Twin Hipster Ale,Evil Twin Brewing
United States,Michigan,American Amber / Red Ale,This One Goes To 11 Ale,"Bell's Brewery, Inc."
United States,Florida,Scotch Ale / Wee Heavy,Big Sound Scotch Ale - Bourbon Barrel Aged,Cigar City Brewing
United States,New York,American Pale Wheat Ale,422 Pale Wheat Ale,Southern Tier Brewing Company
United States,Georgia,Saison / Farmhouse Ale,Terrapin Maggie's Peach Farmhouse Ale,Terrapin Beer Company
United States,Georgia,American Pale Ale (APA),Terrapin RecreationAle,Terrapin Beer Company
United States,Michigan,Bière de Garde,Bière De Mars,Jolly Pumpkin Artisan Ales
United States,Vermont,Pumpkin Ale,Wilhelm Scream Pumpkin Ale,Magic Hat Brewing Company
United States,Colorado,American Brown Ale,Imperial Nut Brown Ale,Tommyknocker Brewery
United States,Texas,American Barleywine,Sisyphus,Real Ale Brewing Company
United States,Oklahoma,Saison / Farmhouse Ale,Prairie Somewhere,Prairie Artisan Ales
United States,California,American Amber / Red Ale,AleSmith My Bloody Valentine,AleSmith Brewing Company
United States,Massachusetts,English Brown Ale,Saint Botolph's Town,Pretty Things Beer & Ale Project
United States,Massachusetts,Tripel,Fluffy White Rabbits,Pretty Things Beer & Ale Project
United States,Colorado,American Pale Wheat Ale,Blue Moon Honey Moon Summer Ale,Coors Brewing Company
United States,Oregon,Schwarzbier,Rogue Farms Dirtoir Black Lager,Rogue Ales
United States,Illinois,Herbed / Spiced Beer,Rosa Hibiscus Ale,Revolution Brewing Company
United States,Oregon,American Pale Ale (APA),Full Sail Pale Ale,Full Sail Brewery & Tasting Room & Pub
United States,Maine,English Strong Ale,Geary's Hampshire Special Ale,D.L. Geary Brewing Company
United States,Massachusetts,American IPA,Indie Pale Ale,Cisco Brewers Inc.
United States,Colorado,American Pale Wheat Ale,SummerBright Ale,Breckenridge Brewery
United States,Colorado,Herbed / Spiced Beer,Blue Moon Cinnamon Horchata Ale,Coors Brewing Company
United States,Utah,Fruit / Vegetable Beer,Brainless On Peaches Belgian-Style Ale,Epic Brewing Company
United States,Pennsylvania,Extra Special / Strong Bitter (ESB),Extra Special Ale (ESA),Yards Brewing Co.
United States,Massachusetts,American Pale Ale (APA),Samuel Adams New Albion Ale,Boston Beer Company (Samuel Adams)
United States,California,American Barleywine,Old Guardian Barley Wine Style Ale,Stone Brewing
United States,Michigan,American Wild Ale,La Roja,Jolly Pumpkin Artisan Ales
United States,California,Flanders Red Ale,Red Poppy Ale,The Lost Abbey
United States,New Hampshire,Pumpkin Ale,Smuttynose Pumpkin Ale,Smuttynose Brewing Company
United States,California,American Pale Ale (APA),Pale 31,Firestone Walker Brewing Co.
United States,California,English Barleywine,Double Double Barrel Ale,Firestone Walker Brewing Co.
United States,Oklahoma,American Double / Imperial Stout,Prairie Pirate Bomb!,Prairie Artisan Ales
United States,California,American Pale Ale (APA),Born Yesterday Pale Ale,Lagunitas Brewing Company
United States,Georgia,American Pale Ale (APA),Terrapin Rye Pale Ale,Terrapin Beer Company
United States,California,American Double / Imperial IPA,YuleSmith (Summer),AleSmith Brewing Company
United States,New York,English Barleywine,Brooklyn Monster Ale,Brooklyn Brewery
United States,California,American Pale Ale (APA),New Dogtown Pale Ale,Lagunitas Brewing Company
United States,Oklahoma,American Double / Imperial Stout,Prairie Artisan Ales / Evil Twin Bible Belt,Prairie Artisan Ales
United States,Michigan,Bière de Garde,Oro De Calabaza,Jolly Pumpkin Artisan Ales
United States,California,Winter Warmer,Winter Solstice Seasonal Ale,Anderson Valley Brewing Company
United States,Michigan,Scotch Ale / Wee Heavy,Dark Horse Scotty Karate Scotch Ale,Dark Horse Brewing Company
United States,Hawaii,American Blonde Ale,Big Wave Golden Ale,Kona Brewing Co.
United States,Delaware,American Double / Imperial IPA,Robert Johnson's Hellhound On My Ale,Dogfish Head Craft Brewery
United States,Oregon,American Double / Imperial Stout,Double Chocolate Stout,Rogue Ales
United States,New York,English Pale Ale,Brooklyn Summer Ale,Brooklyn Brewery
United States,New York,Extra Special / Strong Bitter (ESB),Harvest Ale,Southern Tier Brewing Company
United States,Oregon,American Wild Ale,Cascade Apricot Ale,Cascade Brewing / Raccoon Lodge & Brewpub
United States,California,American Brown Ale,Peter Brown Tribute Ale,Bear Republic Brewing Co.
United States,Michigan,Rye Beer,Bell's Smitten Golden Rye Ale,"Bell's Brewery, Inc."
United States,Florida,English Brown Ale,Bolita Double Nut Brown Ale,Cigar City Brewing
United States,California,American Pale Ale (APA),XP Pale Ale,Bear Republic Brewing Co.
United States,Michigan,English Brown Ale,Dark Horse Boffo Brown Ale,Dark Horse Brewing Company
United States,Texas,Saison / Farmhouse Ale,Mad Meg Farmhouse Provision Ale,Jester King Brewery
United States,New Hampshire,American Barleywine,Smuttynose Barleywine Style Ale (Big Beer Series),Smuttynose Brewing Company
United States,Vermont,English India Pale Ale (IPA),Wolaver's India Pale Ale,Otter Creek Brewing / Wolaver's
United States,California,American Brown Ale,Humboldt Brown (Hemp Ale),Humboldt Brewing Co.
United States,Michigan,American IPA,Short's Controversi-ALE,Short's Brewing Company
United States,Colorado,American Blonde Ale,Samurai Ale,Great Divide Brewing Company
United States,Oklahoma,American Wild Ale,Funky Gold Amarillo,Prairie Artisan Ales
United States,New York,American Pale Ale (APA),Freshchester Pale Ale,Captain Lawrence Brewing Co.
United States,Oregon,American Strong Ale,Jubel 2010 (Once A Decade Ale),Deschutes Brewery
United States,Nebraska,American IPA,India Pale Ale,Nebraska Brewing Company
United States,Wisconsin,American Barleywine,Kosmyk Charlie's Y2K Catastrophe Ale,Central Waters Brewing Co.
United States,Wisconsin,American Wild Ale,Unplugged Cranbic Ale,New Glarus Brewing Company
United States,Illinois,Extra Special / Strong Bitter (ESB),25th Anniversary Ale,Goose Island Beer Co.
United States,North Carolina,English Barleywine,Duck-Rabbit Barleywine Ale,The Duck-Rabbit Craft Brewery
United States,New York,Pumpkin Ale,Southampton Pumpkin Ale,Southampton Publick House
United States,New York,American IPA,Snapperhead IPA,Butternuts Beer & Ale
United States,Texas,Rye Beer,Full Moon Pale Rye Ale,Real Ale Brewing Company
United States,Texas,Old Ale,Saint Arnold Christmas Ale,Saint Arnold Brewing Company
United States,New York,American Brown Ale,Brooklyn Brown Ale,Brooklyn Brewery
United States,Hawaii,American Pale Ale (APA),Fire Rock Pale Ale,Kona Brewing Co.
United States,California,American Amber / Red Ale,Lagunitas Imperial Red Ale,Lagunitas Brewing Company
United States,Oregon,American Amber / Red Ale,Santa's Private Reserve Ale,Rogue Ales
United States,Missouri,American Double / Imperial Stout,Abraxas,Perennial Artisan Ales
United States,Missouri,Pumpkin Ale,Schlafly Pumpkin Ale,The Schlafly Tap Room
United States,Indiana,American Pale Ale (APA),Pride & Joy Mild Ale,3 Floyds Brewing Co.
United States,Michigan,Witbier,Bell's Winter White Ale,"Bell's Brewery, Inc."
United States,Colorado,Dubbel,Abbey Belgian Style Ale,New Belgium Brewing
United States,Michigan,American IPA,Short's Huma Lupa Licious India Pale Ale,Short's Brewing Company
United States,Oregon,American IPA,Brutal Bitter Ale,Rogue Ales
United States,Michigan,American IPA,New Holland Mad Hatter India Pale Ale,New Holland Brewing Company
United States,Colorado,Extra Special / Strong Bitter (ESB),Sawtooth Ale,Left Hand Brewing Company
United States,New York,Pumpkin Ale,Post Road Pumpkin Ale,Brooklyn Brewery
United States,Massachusetts,English Pale Ale,Samuel Adams Boston Ale (Stock Ale),Boston Beer Company (Samuel Adams)
United States,New Hampshire,Extra Special / Strong Bitter (ESB),Redhook ESB,Redhook Ale Brewery
United States,California,American Amber / Red Ale,Ruedrich's Red Seal Ale,North Coast Brewing Co.
United States,California,American Double / Imperial Stout,AleSmith Speedway Stout - Bourbon Barrel Aged,AleSmith Brewing Company
United States,Colorado,American Pale Ale (APA),Hazed Hoppy Session Ale,Boulder Beer / Wilderness Pub
United States,Colorado,American Brown Ale,Ellie's Brown Ale,Avery Brewing Company
United States,Oregon,American IPA,Yellow Snow IPA,Rogue Ales
United States,Florida,English Brown Ale,Maduro Oatmeal Brown Ale,Cigar City Brewing
United States,New Jersey,American Pale Ale (APA),River Horse Hop Hazard Pale Ale,River Horse Brewing Co.
United States,Colorado,Chile Beer,Lips Of Faith - Cigar City Collaboration (Ale Brewed With Chilies),New Belgium Brewing
United States,Wisconsin,American Amber / Red Ale,Ambergeddon,Ale Asylum
United States,Vermont,English Strong Ale,Mountain Ale,The Shed Brewery
United States,Missouri,Irish Red Ale,Irish Ale,Boulevard Brewing Co.
United States,Oregon,American Pale Ale (APA),Omission Pale Ale (Gluten-Free),Widmer Brothers Brewing Company
United States,California,Scotch Ale / Wee Heavy,Green Flash / Pizza Port / Stone Highway 78 Scotch Ale,Stone Brewing
United States,Virginia,American Pale Ale (APA),Full Nelson Virginia Pale Ale,Blue Mountain Brewery
United States,Michigan,Tripel,New Holland Black Tulip Trippel Ale,New Holland Brewing Company
United States,Virginia,American Porter,Bourbon Barrel Porter,AleWerks Brewing Company
United States,Louisiana,Dubbel,Abbey Ale,Abita Brewing Co.
United States,Oregon,American Black Ale,Dad's Little Helper Black IPA,Rogue Ales
United States,California,Belgian Strong Pale Ale,Stone 07.07.07 Vertical Epic Ale,Stone Brewing
United States,Colorado,Old Ale,Autumn Ale,Breckenridge Brewery
United States,Maine,American Pale Wheat Ale,Shipyard Summer Ale,Shipyard Brewing Co.
United States,Missouri,Winter Warmer,Michelob Winter's Bourbon Cask Ale,Anheuser-Busch
United States,New York,Rye Beer,Blue Point Rastafa Rye Ale,Blue Point Brewing Company
United States,Oregon,Maibock / Helles Bock,John John Dead Guy Ale,Rogue Ales
United States,Colorado,American Double / Imperial IPA,Ale To The Chief,Avery Brewing Company
United States,New Jersey,American Blonde Ale,Farmhouse Summer Ale,Flying Fish Brewing Company
United States,Oregon,American Blonde Ale,Deschutes River Ale,Deschutes Brewery
United States,Maryland,Pumpkin Ale,The Fear Imperial Pumpkin Ale,Flying Dog Brewery
United States,Pennsylvania,Herbed / Spiced Beer,Poor Richard's Tavern Spruce Ale,Yards Brewing Co.
United States,Michigan,American Pale Wheat Ale,Arcadia Whitsun Ale,Arcadia Brewing Company
United States,Colorado,Winter Warmer,Never Summer Ale,Boulder Beer / Wilderness Pub
United States,North Carolina,American Pale Ale (APA),Highland St. Terese's Pale Ale,Highland Brewing
United States,North Carolina,American Black Ale,Duck-Rabbit Hoppy Bunny American Black Ale,The Duck-Rabbit Craft Brewery
United States,California,American Double / Imperial Stout,Alesmith Hawaiian Speedway Stout,AleSmith Brewing Company
United States,California,American Double / Imperial Stout,AleSmith Speedway Stout - Kopi Luwak,AleSmith Brewing Company
United States,Colorado,English Barleywine,Bligh's Barleywine Ale,Dry Dock Brewing Co.
United States,Michigan,Tripel,Bell's Sparkling Ale,"Bell's Brewery, Inc."
United States,California,American Amber / Red Ale,Mermaid's Red Ale,Coronado Brewing Company
United States,Oklahoma,Saison / Farmhouse Ale,Prairie Puncheon,Prairie Artisan Ales
United States,Colorado,Fruit / Vegetable Beer,Wild Raspberry Ale,Great Divide Brewing Company
United States,California,American Black Ale,Juniper Black Ale (JBA) - Beer Camp #16 (Best Of Beer Camp),Sierra Nevada Brewing Co.
United States,Massachusetts,American IPA,Double Dry Hopped Scaled,Trillium Brewing Company
United States,Michigan,Scotch Ale / Wee Heavy,Arcadia Loch Down Scotch Ale,Arcadia Brewing Company
United States,Vermont,American Blonde Ale,Single Chair Golden Ale,Magic Hat Brewing Company
United States,Alabama,American IPA,Monkeynaut IPA,Straight To Ale
United States,Colorado,American Double / Imperial IPA,Avery Anniversary Ale - Twenty,Avery Brewing Company
United States,New York,American Strong Ale,He'Brew Jewbelation Sweet 16 Anniversary Ale,Shmaltz Brewing Company
United States,Missouri,Saison / Farmhouse Ale,Saison De Lis,Perennial Artisan Ales
United States,Michigan,American Stout,Decadent Dark Chocolate Ale,Atwater Brewery
United States,California,Irish Red Ale,Red Trolley Ale,Karl Strauss Brewing Company
United States,Maryland,Belgian Strong Pale Ale,As Follows,Stillwater Artisanal Ales
United States,Oklahoma,American Brown Ale,Prairie Okie,Prairie Artisan Ales
United States,Colorado,American Brown Ale,Flashback Ale,Boulder Beer / Wilderness Pub
United States,Washington,American Pale Ale (APA),Loser Pale Ale,Elysian Brewing Company
United States,Oklahoma,Saison / Farmhouse Ale,Prairie Eliza5beth,Prairie Artisan Ales
United States,Oregon,Altbier,Sleigh'r Dark Doüble Alt Ale,Ninkasi Brewing Company
United States,Wisconsin,American IPA,Hop Hearty Ale,New Glarus Brewing Company
United States,California,Winter Warmer,Our Special Ale 2014 (Anchor Christmas Ale),Anchor Brewing Company
United States,Oregon,American Pale Ale (APA),Rogue Farms OREgasmic Ale,Rogue Ales
United States,Oregon,American Double / Imperial Pilsner,Morimoto Imperial Pilsner,Rogue Ales
